id,name,supertype,subtypes,hp,types,evolvesTo,rules,attacks,weaknesses,retreatCost,set_id,set_name,rarity,nationalPokedexNumbers,image_url,price
swsh10-160,Beedrill V,Pokémon,"Basic, V",210,Grass,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Twineedle, Swarming Sting",Fire,Colorless,swsh10,Astral Radiance,Rare Ultra,15,https://images.pokemontcg.io/swsh10/160_hires.png,2.14
swsh8-241,Sidney,Trainer,Supporter,,,,"Your opponent reveals their hand. Discard up to 2 in any combination of Pokémon Tool cards, Special Energy cards, and Stadium cards from it., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/241_hires.png,
swshp-SWSH296,Champions Festival,Trainer,Stadium,,,,"Once during each player's turn, if that player has 6 Pokémon in play, he or she may heal 10 damage from each of his or her Pokémon.",,,,swshp,SWSH Black Star Promos,Promo,,https://images.pokemontcg.io/swshp/SWSH296_hires.png,
swsh3-171,Struggle Gloves,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached., If the Pokémon this card is attached to has Weakness to your opponent's Active Pokémon's type, its attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)., You may play any number of Item cards during your turn.",,,,swsh3,Darkness Ablaze,Uncommon,,https://images.pokemontcg.io/swsh3/171_hires.png,
sm1-7,Surskit,Pokémon,Basic,50,Grass,Masquerain,,Quick Attack,Fire,Colorless,sm1,Sun & Moon,Common,283,https://images.pokemontcg.io/sm1/7_hires.png,
swshp-SWSH079,Galarian Mr. Rime,Pokémon,Stage 1,120,Water,,,Mad Party,Metal,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,866,https://images.pokemontcg.io/swshp/SWSH079_hires.png,0.37
sm9-139,Electrocharger,Trainer,Item,,,,"Flip 2 coins. For each heads, shuffle an Electropower card from your discard pile into your deck., You may play as many Item cards as you like during your turn (before your attack).",,,,sm9,Team Up,Uncommon,,https://images.pokemontcg.io/sm9/139_hires.png,
xy12-5,Weedle,Pokémon,Basic,40,Grass,Kakuna,,Poison Sting,Fire,Colorless,xy12,Evolutions,Common,13,https://images.pokemontcg.io/xy12/5_hires.png,
neo1-11,Meganium,Pokémon,Stage 2,100,Grass,,,Soothing Scent,Fire,"Colorless, Colorless, Colorless",neo1,Neo Genesis,Rare Holo,154,https://images.pokemontcg.io/neo1/11_hires.png,
sv1-73,Pawmi,Pokémon,Basic,50,Lightning,,,Jolt,Fighting,Colorless,sv1,Scarlet & Violet,Common,921,https://images.pokemontcg.io/sv1/73_hires.png,
svp-39,Mawile,Pokémon,Basic,90,Metal,,,Sharp Fang,Fire,Colorless,svp,Scarlet & Violet Black Star Promos,Promo,303,https://images.pokemontcg.io/svp/39_hires.png,2.11
swsh6-140,Fog Crystal,Trainer,Item,,,,"Search your deck for a Psychic Energy card or a Basic Psychic Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/140_hires.png,
swsh10-159,Zisu,Trainer,Supporter,,,,"Draw cards until you have 1 more card in your hand than your opponent., You may play only 1 Supporter card during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/159_hires.png,
swsh8-242,Skaters' Park,Trainer,Stadium,,,,"Whenever either player's Active Pokémon retreats, put any basic Energy that would be discarded into their hand instead of the discard pile.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/242_hires.png,
swshp-SWSH295,Virizion V,Pokémon,"Basic, V",200,Grass,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Emerald Blade,Fire,Colorless,swshp,SWSH Black Star Promos,Promo,640,https://images.pokemontcg.io/swshp/SWSH295_hires.png,0.37
sm11-173,Munchlax,Pokémon,Basic,60,Colorless,Snorlax,,,,,sm11,Unified Minds,Uncommon,446,https://images.pokemontcg.io/sm11/173_hires.png,
mcd19-11,Alolan Dugtrio,Pokémon,Stage 1,60,Metal,,,Gold Rush,Fire,Colorless,mcd19,McDonald's Collection 2019,,51,https://images.pokemontcg.io/mcd19/11_hires.png,3.46
swshp-SWSH078,Orbeetle V,Pokémon,"Basic, V",180,Grass,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Strafe, Mysterious Wave",Fire,Colorless,swshp,SWSH Black Star Promos,Promo,826,https://images.pokemontcg.io/swshp/SWSH078_hires.png,0.5
xy5-143,Shield Energy,Energy,Special,,,,"This card can only be attached to Metal Pokémon. This card provides Metal Energy only while this card is attached to a Metal Pokémon., The attacks of your opponent's Pokémon do 10 less damage to the Metal Pokémon this card is attached to (before applying Weakness and Resistance)., (If this card is attached to anything other than a Metal Pokémon, discard this card.)",,,,xy5,Primal Clash,Uncommon,,https://images.pokemontcg.io/xy5/143_hires.png,
bw9-11,Leafeon,Pokémon,"Stage 1, Team Plasma",100,Grass,,,"Energy Crush, Leaf Blade",Fire,"Colorless, Colorless",bw9,Plasma Freeze,Rare,470,https://images.pokemontcg.io/bw9/11_hires.png,
xy12-11,Charizard,Pokémon,Stage 2,150,Fire,,,Fire Spin,Water,"Colorless, Colorless, Colorless",xy12,Evolutions,Rare Holo,6,https://images.pokemontcg.io/xy12/11_hires.png,46.9
sv1-70,Rotom,Pokémon,Basic,80,Lightning,,,"Junk Hunt, Thunder Shock",Fighting,Colorless,sv1,Scarlet & Violet,Common,479,https://images.pokemontcg.io/sv1/70_hires.png,
svp-38,Togekiss,Pokémon,Stage 2,150,Psychic,,,Power Cyclone,Metal,,svp,Scarlet & Violet Black Star Promos,Promo,468,https://images.pokemontcg.io/svp/38_hires.png,0.99
swsh6-139,Flannery,Trainer,"Supporter, Single Strike",,,,"Discard a Special Energy from 1 of your opponent's Pokémon, and discard a Stadium in play., You may play only 1 Supporter card during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/139_hires.png,
swsh10-158,Wait and See Turbo,Trainer,Item,,,,"You can use this card only if you go second, and only during your first turn. Search your deck for a basic Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck. Your turn ends., You may play any number of Item cards during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/158_hires.png,
swsh8-239,Schoolgirl,Trainer,Supporter,,,,"Draw 2 cards. If your opponent has exactly 2, 4, or 6 Prize cards remaining, draw 2 more cards., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/239_hires.png,
swshp-SWSH294,Hisuian Electrode V,Pokémon,"Basic, V",210,Grass,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Tantrum Blast, Solar Shot",Fire,Colorless,swshp,SWSH Black Star Promos,Promo,101,https://images.pokemontcg.io/swshp/SWSH294_hires.png,1.17
swsh1-179,Quick Ball,Trainer,Item,,,,"You can play this card only if you discard another card from your hand., Search your deck for a Basic Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.",,,,swsh1,Sword & Shield,Uncommon,,https://images.pokemontcg.io/swsh1/179_hires.png,
pl3-7,Metagross,Pokémon,Stage 2,130,Metal,,,Geo Impact,Fire,"Colorless, Colorless, Colorless",pl3,Supreme Victors,Rare Holo,376,https://images.pokemontcg.io/pl3/7_hires.png,5.17
swshp-SWSH174,Espeon,Pokémon,Stage 1,110,Psychic,,,"Psy Bolt, Psychic",Darkness,Colorless,swshp,SWSH Black Star Promos,Promo,196,https://images.pokemontcg.io/swshp/SWSH174_hires.png,4.17
swshp-SWSH077,Zamazenta V,Pokémon,"Basic, V",230,Metal,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Assault Tackle,Fire,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,889,https://images.pokemontcg.io/swshp/SWSH077_hires.png,3.3
swsh4-128,Magearna,Pokémon,Basic,90,Metal,,,"Overhaul, Windup Cannon",Fire,Colorless,swsh4,Vivid Voltage,Rare Holo,801,https://images.pokemontcg.io/swsh4/128_hires.png,0.2
xy10-12,Braixen,Pokémon,Stage 1,80,Fire,Delphox,,"Destructive Flame, Crackling Ribbon",Water,Colorless,xy10,Fates Collide,Uncommon,654,https://images.pokemontcg.io/xy10/12_hires.png,
pl4-17,Gengar,Pokémon,Stage 2,120,Psychic,,,"Sharpshooting, Poison Jab",Darkness,,pl4,Arceus,Rare,94,https://images.pokemontcg.io/pl4/17_hires.png,
sv1-68,Pachirisu,Pokémon,Basic,70,Lightning,,,Everyone Discharge,Fighting,Colorless,sv1,Scarlet & Violet,Uncommon,417,https://images.pokemontcg.io/sv1/68_hires.png,
svp-37,Cleffa,Pokémon,Basic,30,Psychic,Clefairy,,Grasping Draw,Metal,,svp,Scarlet & Violet Black Star Promos,Promo,173,https://images.pokemontcg.io/svp/37_hires.png,2.97
swsh6-138,Fire-Resistant Gloves,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached., The attacks of the Pokémon this card is attached to do 30 more damage to your opponent's Active Fire Pokémon (before applying Weakness and Resistance)., You may play any number of Item cards during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/138_hires.png,
swsh10-157,Unidentified Fossil,Trainer,Item,,,,"Play this card as if it were a 60-HP Basic Colorless Pokémon. At any time during your turn, you may discard this card from play. This card can't retreat., You may play any number of Item cards during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/157_hires.png,
swsh8-240,Shauna,Trainer,Supporter,,,,"Shuffle your hand into your deck. Then, draw 5 cards., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/240_hires.png,
swshp-SWSH276,Togetic,Pokémon,Stage 1,80,Psychic,Togekiss,,Fairy Wind,Metal,Colorless,swshp,SWSH Black Star Promos,Promo,176,https://images.pokemontcg.io/swshp/SWSH276_hires.png,0.29
swsh4-176,Steelix V,Pokémon,"Basic, V",250,Metal,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Raging Hammer, Iron Tackle",Fire,"Colorless, Colorless, Colorless, Colorless",swsh4,Vivid Voltage,Rare Ultra,208,https://images.pokemontcg.io/swsh4/176_hires.png,2.06
si1-10,Tentacruel,Pokémon,Stage 1,60,Water,,,"Tentacle Grip, Poison Sting",Lightning,Colorless,si1,Southern Islands,,73,https://images.pokemontcg.io/si1/10_hires.png,
swshp-SWSH076,Zacian V,Pokémon,"Basic, V",220,Metal,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Brave Blade,Fire,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,888,https://images.pokemontcg.io/swshp/SWSH076_hires.png,4.76
sm7-129,Energy Switch,Trainer,Item,,,,"Move a basic Energy from 1 of your Pokémon to another of your Pokémon., You may play as many Item cards as you like during your turn (before your attack).",,,,sm7,Celestial Storm,Uncommon,,https://images.pokemontcg.io/sm7/129_hires.png,
base1-12,Ninetales,Pokémon,Stage 1,80,Fire,,,"Lure, Fire Blast",Water,Colorless,base1,Base,Rare Holo,38,https://images.pokemontcg.io/base1/12_hires.png,20.45
ex1-11,Sceptile,Pokémon,Stage 2,120,Grass,,,"Lizard Poison, Solarbeam",Fire,"Colorless, Colorless, Colorless",ex1,Ruby & Sapphire,Rare Holo,254,https://images.pokemontcg.io/ex1/11_hires.png,37.48
sv1-100,Flittle,Pokémon,Basic,30,Psychic,,,Ram,Darkness,,sv1,Scarlet & Violet,Common,955,https://images.pokemontcg.io/sv1/100_hires.png,
svp-36,Palafin,Pokémon,Stage 1,150,Water,,,"Jet Punch, Justice Kick",Lightning,"Colorless, Colorless",svp,Scarlet & Violet Black Star Promos,Promo,964,https://images.pokemontcg.io/svp/36_hires.png,1.44
swsh6-137,Expedition Uniform,Trainer,Item,,,,"Look at the bottom 3 cards of your deck and put them on top of your deck in any order., You may play any number of Item cards during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/137_hires.png,
swsh10-156,Trekking Shoes,Trainer,Item,,,,"Look at the top card of your deck. You may put that card into your hand. If you don't, discard that card and draw a card., You may play any number of Item cards during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/156_hires.png,
swsh8-238,Schoolboy,Trainer,Supporter,,,,"Draw 2 cards. If your opponent has exactly 1, 3, or 5 Prize cards remaining, draw 2 more cards., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/238_hires.png,
swshp-SWSH275,Manaphy,Pokémon,Basic,70,Water,,,"Pulling Currents, Aqua Bullet",Lightning,Colorless,swshp,SWSH Black Star Promos,Promo,490,https://images.pokemontcg.io/swshp/SWSH275_hires.png,0.4
xyp-XY175,Magearna-EX,Pokémon,"Basic, EX",160,Metal,,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",Soul Blaster,Fire,Colorless,xyp,XY Black Star Promos,Promo,801,https://images.pokemontcg.io/xyp/XY175_hires.png,0.95
bw10-10,Genesect,Pokémon,Basic,100,Grass,,,"Call for Family, Jet Impact",Fire,Colorless,bw10,Plasma Blast,Rare,649,https://images.pokemontcg.io/bw10/10_hires.png,
swshp-SWSH061,Pikachu V,Pokémon,"Basic, V",190,Lightning,Raichu,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Charge, Thunderbolt",Fighting,Colorless,swshp,SWSH Black Star Promos,Promo,25,https://images.pokemontcg.io/swshp/SWSH061_hires.png,0.43
sm10-124,Lairon,Pokémon,Stage 1,90,Metal,Aggron,,"Rigidify, Headbutt",Fire,"Colorless, Colorless, Colorless",sm10,Unbroken Bonds,Uncommon,305,https://images.pokemontcg.io/sm10/124_hires.png,
mcd16-3,Fennekin,Pokémon,Basic,50,Fire,Braixen,,Will-O-Wisp,Water,Colorless,mcd16,McDonald's Collection 2016,,653,https://images.pokemontcg.io/mcd16/3_hires.png,
bw4-19,Lampent,Pokémon,Stage 1,80,Fire,Chandelure,,Ember,Water,Colorless,bw4,Next Destinies,Uncommon,608,https://images.pokemontcg.io/bw4/19_hires.png,
sv1-93,Florges,Pokémon,Stage 2,140,Psychic,,,Moonblast,Metal,"Colorless, Colorless",sv1,Scarlet & Violet,Uncommon,671,https://images.pokemontcg.io/sv1/93_hires.png,
svp-32,Annihilape ex,Pokémon,"Stage 2, ex",320,Fighting,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.","Angry Grudge, Seismic Toss",Psychic,"Colorless, Colorless",svp,Scarlet & Violet Black Star Promos,Promo,979,https://images.pokemontcg.io/svp/32_hires.png,0.73
swsh6-136,Echoing Horn,Trainer,"Item, Rapid Strike",,,,"Put a Basic Pokémon from your opponent's discard pile onto their Bench., You may play any number of Item cards during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/136_hires.png,
swsh10-155,Temple of Sinnoh,Trainer,Stadium,,,,All Special Energy attached to Pokémon (both yours and your opponent's) provide Colorless Energy and have no other effect.,,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/155_hires.png,
swsh8-237,Quick Ball,Trainer,Item,,,,"You can play this card only if you discard another card from your hand. Search your deck for a Basic Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/237_hires.png,
swshp-SWSH274,Cranidos,Pokémon,Stage 1,90,Fighting,Rampardos,,"Ram, Stone Edge",Grass,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,408,https://images.pokemontcg.io/swshp/SWSH274_hires.png,0.16
sm7-177,Rayquaza-GX,Pokémon,"Basic, GX",180,Dragon,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Dragon Break, Tempest-GX",Fairy,"Colorless, Colorless, Colorless",sm7,Celestial Storm,Rare Rainbow,384,https://images.pokemontcg.io/sm7/177_hires.png,97.47
pop1-9,Pupitar,Pokémon,Stage 1,70,Fighting,Tyranitar,,Rock Smash,Water,Colorless,pop1,POP Series 1,Uncommon,247,https://images.pokemontcg.io/pop1/9_hires.png,
swsh45sv-SV122,Eternatus VMAX,Pokémon,VMAX,340,Darkness,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.",Dread End,Fighting,"Colorless, Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Secret,890,https://images.pokemontcg.io/swsh45sv/SV122_hires.png,3.6
sm6-120,Greninja-GX,Pokémon,"Stage 2, GX",230,Water,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Haze Slash, Shadowy Hunter-GX",Grass,"Colorless, Colorless",sm6,Forbidden Light,Rare Ultra,658,https://images.pokemontcg.io/sm6/120_hires.png,19.91
swsh35-14,Drednaw V,Pokémon,"Basic, V",210,Water,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Powerful Bite,Lightning,"Colorless, Colorless, Colorless, Colorless",swsh35,Champion's Path,Rare Holo V,834,https://images.pokemontcg.io/swsh35/14_hires.png,0.58
xyp-XY09,Garchomp-EX,Pokémon,"Basic, EX",170,Dragon,M Garchomp-EX,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Dual Chop, Power Blast",Fairy,"Colorless, Colorless",xyp,XY Black Star Promos,Promo,445,https://images.pokemontcg.io/xyp/XY09_hires.png,4.89
sv1-74,Pawmi,Pokémon,Basic,60,Lightning,,,"Light Punch, Zap Kick",Fighting,Colorless,sv1,Scarlet & Violet,Common,921,https://images.pokemontcg.io/sv1/74_hires.png,
svp-31,Tinkaton ex,Pokémon,"Stage 2, ex",300,Psychic,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.","Big Hammer, Pulverizing Press",Metal,"Colorless, Colorless",svp,Scarlet & Violet Black Star Promos,Promo,959,https://images.pokemontcg.io/svp/31_hires.png,7.28
swsh6-135,Dyna Tree Hill,Trainer,Stadium,,,,"Pokémon (both yours and your opponent's) can't be healed., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can't play this card.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/135_hires.png,
swsh10-154,Switch Cart,Trainer,Item,,,,"Switch your Active Basic Pokémon with 1 of your Benched Pokémon. If you do, heal 30 damage from the Pokémon you moved to your Bench., You may play any number of Item cards during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/154_hires.png,
swsh8-236,Power Tablet,Trainer,"Item, Fusion Strike",,,,"During this turn, your Fusion Strike Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)., You may play any number of Item cards during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/236_hires.png,
swshp-SWSH273,Hisuian Basculin,Pokémon,Basic,50,Water,,,"Submerge Silently, Bite",Lightning,Colorless,swshp,SWSH Black Star Promos,Promo,550,https://images.pokemontcg.io/swshp/SWSH273_hires.png,0.13
sm10-172,Fairy Charm Lightning,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., Prevent all damage done to the Fairy Pokémon this card is attached to by attacks from your opponent's Lightning Pokémon-GX and Lightning Pokémon-EX., You may play as many Item cards as you like during your turn (before your attack).",,,,sm10,Unbroken Bonds,Uncommon,,https://images.pokemontcg.io/sm10/172_hires.png,
xy6-4,Silcoon,Pokémon,Stage 1,80,Grass,Beautifly,,String Shot,Fire,"Colorless, Colorless, Colorless",xy6,Roaring Skies,Uncommon,266,https://images.pokemontcg.io/xy6/4_hires.png,
swsh45sv-SV121,Eternatus V,Pokémon,"Basic, V",220,Darkness,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Power Accelerator, Dynamax Cannon",Fighting,"Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Secret,890,https://images.pokemontcg.io/swsh45sv/SV121_hires.png,2.23
sm8-129,Cobalion,Pokémon,Basic,120,Metal,,,"Guard Press, Metal Arms",Fire,"Colorless, Colorless",sm8,Lost Thunder,Rare Holo,638,https://images.pokemontcg.io/sm8/129_hires.png,0.51
bw4-12,Arcanine,Pokémon,Stage 1,130,Fire,,,Fire Spin,Water,"Colorless, Colorless, Colorless",bw4,Next Destinies,Rare,59,https://images.pokemontcg.io/bw4/12_hires.png,
swshp-SWSH009,Cinccino,Pokémon,Stage 1,90,Colorless,,,Energy Assist,Fighting,Colorless,swshp,SWSH Black Star Promos,Promo,573,https://images.pokemontcg.io/swshp/SWSH009_hires.png,40.03
sv1-72,Toxtricity,Pokémon,Stage 1,130,Lightning,,,"Yank Away, Thunder",Fighting,"Colorless, Colorless",sv1,Scarlet & Violet,Uncommon,849,https://images.pokemontcg.io/sv1/72_hires.png,
svp-30,Chien-Pao ex,Pokémon,"Basic, ex",220,Water,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.",Hail Blade,Metal,"Colorless, Colorless",svp,Scarlet & Violet Black Star Promos,Promo,1002,https://images.pokemontcg.io/svp/30_hires.png,7.04
swsh6-134,Doctor,Trainer,Supporter,,,,"Draw 2 cards. If your opponent's Active Pokémon is a Pokémon VMAX, draw 2 more cards., You may play only 1 Supporter card during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/134_hires.png,
swsh10-153,Sweet Honey,Trainer,Item,,,,"Choose 1 of your Pokémon, and then flip a coin until you get tails. For each heads, heal 40 damage from that Pokémon., You may play any number of Item cards during your turn.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/153_hires.png,
swsh8-233,Elesa's Sparkle,Trainer,"Supporter, Fusion Strike",,,,"Choose up to 2 of your Fusion Strike Pokémon. For each of those Pokémon, search your deck for a Fusion Strike Energy card and attach it to that Pokémon. Then, shuffle your deck., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/233_hires.png,
swshp-SWSH272,Archeops,Pokémon,Stage 2,150,Colorless,,,Speed Wing,Lightning,Colorless,swshp,SWSH Black Star Promos,Promo,567,https://images.pokemontcg.io/swshp/SWSH272_hires.png,25.74
sm12-184,Silvally-GX,Pokémon,"Stage 1, GX",210,Colorless,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Brave Buddies, Silver Knight-GX",Fighting,"Colorless, Colorless",sm12,Cosmic Eclipse,Rare Holo GX,773,https://images.pokemontcg.io/sm12/184_hires.png,2.52
swsh35-9,Sizzlipede,Pokémon,Basic,70,Fire,Centiskorch,,"Bite, Combustion",Water,Colorless,swsh35,Champion's Path,Common,850,https://images.pokemontcg.io/swsh35/9_hires.png,
swsh45sv-SV120,Dubwool V,Pokémon,"Basic, V",210,Colorless,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.",Revenge Blast,Fighting,"Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Holo V,832,https://images.pokemontcg.io/swsh45sv/SV120_hires.png,0.62
ecard2-106,Scyther,Pokémon,Basic,50,Grass,Scizor,,"Slash, Swift",Lightning,Colorless,ecard2,Aquapolis,Common,123,https://images.pokemontcg.io/ecard2/106_hires.png,
dp6-3,Froslass,Pokémon,Stage 1,90,Water,,,"Destiny Bond, Icy Breath",Metal,Colorless,dp6,Legends Awakened,Rare Holo,478,https://images.pokemontcg.io/dp6/3_hires.png,6.29
col1-19,Palkia,Pokémon,Basic,100,Water,,,Wormhole,Lightning,"Colorless, Colorless, Colorless",col1,Call of Legends,Rare Holo,484,https://images.pokemontcg.io/col1/19_hires.png,6.26
sv1-71,Toxel,Pokémon,Basic,70,Lightning,,,Gnaw,Fighting,"Colorless, Colorless",sv1,Scarlet & Violet,Common,848,https://images.pokemontcg.io/sv1/71_hires.png,
sv3-227,Poppy,Trainer,Supporter,,,,"Move up to 2 Energy from 1 of your Pokémon to another of your Pokémon., You may play only 1 Supporter card during your turn.",,,,sv3,Obsidian Flames,Special Illustration Rare,,https://images.pokemontcg.io/sv3/227_hires.png,1.94
swsh6-133,Crushing Gloves,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached., The attacks of the Pokémon this card is attached to do 30 more damage to your opponent's Active Metal Pokémon (before applying Weakness and Resistance)., You may play any number of Item cards during your turn.",,,,swsh6,Chilling Reign,Uncommon,,https://images.pokemontcg.io/swsh6/133_hires.png,
swsh10-152,Supereffective Glasses,Trainer,"Item, Pokémon Tool",,,,"When applying Weakness to damage from the attacks of the Pokémon this card is attached to done to your opponent's Active Pokémon, apply it as ×3., You may play any number of Item cards during your turn., Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.",,,,swsh10,Astral Radiance,Uncommon,,https://images.pokemontcg.io/swsh10/152_hires.png,
swsh8-235,Judge,Trainer,Supporter,,,,"Each player shuffles their hand into their deck and draws 4 cards., You may play only 1 Supporter card during your turn.",,,,swsh8,Fusion Strike,Uncommon,,https://images.pokemontcg.io/swsh8/235_hires.png,
swshp-SWSH271,Kirlia,Pokémon,Stage 1,80,Psychic,"Gardevoir, Gallade",,Slap,Metal,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,281,https://images.pokemontcg.io/swshp/SWSH271_hires.png,1.41
ecard3-145,Celebi,Pokémon,Basic,60,Colorless,,,"Empathic Healing, Mind Bend",Fire,Colorless,ecard3,Skyridge,Rare Secret,251,https://images.pokemontcg.io/ecard3/145_hires.png,
swsh4-6,Yanma,Pokémon,Basic,80,Grass,Yanmega,,"U-turn, Cutting Wind",Fire,Colorless,swsh4,Vivid Voltage,Common,193,https://images.pokemontcg.io/swsh4/6_hires.png,
swsh45sv-SV119,Ditto VMAX,Pokémon,VMAX,320,Colorless,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.",Max Transform,Fighting,"Colorless, Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Holo VMAX,132,https://images.pokemontcg.io/swsh45sv/SV119_hires.png,4.86
swshp-SWSH172,Tepig,Pokémon,"Basic, Single Strike",80,Fire,Pignite,,"Ram, Combustion",Water,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,498,https://images.pokemontcg.io/swshp/SWSH172_hires.png,0.18
sm3-125,Tormenting Spray,Trainer,Item,,,,"Choose a random card from your opponent's hand. Your opponent reveals that card. If it's a Supporter card, discard it., You may play as many Item cards as you like during your turn (before your attack).",,,,sm3,Burning Shadows,Uncommon,,https://images.pokemontcg.io/sm3/125_hires.png,
pop1-12,Minun,Pokémon,Basic,50,Lightning,,,"Thunder Wave, Spark",Fighting,Colorless,pop1,POP Series 1,Common,312,https://images.pokemontcg.io/pop1/12_hires.png,
ex8-17,Deoxys,Pokémon,Basic,70,Psychic,,,Energy Crush,Psychic,Colorless,ex8,Deoxys,Rare,386,https://images.pokemontcg.io/ex8/17_hires.png,
sv1-67,Flaaffy,Pokémon,Stage 1,90,Lightning,,,"Thunder Shock, Electro Ball",Fighting,"Colorless, Colorless",sv1,Scarlet & Violet,Uncommon,180,https://images.pokemontcg.io/sv1/67_hires.png,
